,CASE_STATUS,FULL_TIME,PREVAILING_WAGE,lat,lon
11760,CERTIFIED-WITHDRAWN,1.0,81266.0,41.2996305,-73.7360175
11761,CERTIFIED-WITHDRAWN,1.0,51834.0,41.5772115,-93.711332
11762,DENIED,1.0,166400.0,41.8781136,-87.62979820000002
11763,CERTIFIED-WITHDRAWN,1.0,70450.0,37.4323341,-121.8995741
11764,DENIED,0.0,62899.0,42.3736158,-71.10973349999998
11765,DENIED,1.0,58552.0,39.7392358,-104.990251
11766,CERTIFIED,0.0,46758.4,47.6768927,-122.2059833
11767,WITHDRAWN,1.0,50544.0,32.715738,-117.1610838
11768,CERTIFIED,0.0,43430.0,40.4406248,-79.9958864
11769,CERTIFIED,1.0,36130.0,30.4382559,-84.2807329
11770,WITHDRAWN,0.0,66518.0,37.56299170000001,-122.3255254
11771,CERTIFIED,1.0,120702.0,38.984652,-77.09470920000003
11772,DENIED,0.0,36732.8,40.7127837,-74.00594129999998
11773,CERTIFIED,1.0,41330.0,36.0103561,-84.2696449
11774,CERTIFIED,1.0,77397.0,34.2694474,-118.781482
11775,CERTIFIED,1.0,82534.0,42.8858503,-87.86313620000001
11776,DENIED,0.0,40810.0,42.0450722,-87.6876969
11777,CERTIFIED,1.0,73757.0,41.7637111,-72.6850932
11778,DENIED,1.0,41475.0,40.20102410000001,-77.2002745
11779,WITHDRAWN,1.0,66394.0,29.7604267,-95.3698028
11780,CERTIFIED,1.0,149490.0,35.1495343,-90.0489801
11781,DENIED,0.0,47382.4,34.0522342,-118.24368490000002
11782,WITHDRAWN,1.0,93267.0,37.7749295,-122.4194155
11783,CERTIFIED-WITHDRAWN,1.0,52208.0,42.65257929999999,-73.7562317
11784,WITHDRAWN,0.0,39582.0,42.6875323,-83.23410279999997
11785,CERTIFIED,1.0,64667.0,35.2270869,-80.8431267
11786,WITHDRAWN,1.0,50440.0,34.2073196,-84.14019259999998
11787,CERTIFIED-WITHDRAWN,1.0,100963.0,42.0028761,-71.5147839
11788,DENIED,1.0,36857.6,33.770050399999995,-118.1937395
11789,CERTIFIED,1.0,36171.0,33.4503998,-88.8183872
11790,CERTIFIED-WITHDRAWN,1.0,104000.0,39.2903848,-76.6121893
11791,CERTIFIED-WITHDRAWN,1.0,96886.0,32.715738,-117.1610838
11792,CERTIFIED-WITHDRAWN,1.0,83595.2,32.715738,-117.1610838
11793,CERTIFIED,0.0,61942.0,38.5804609,-121.530234
11794,DENIED,1.0,35901.0,41.8239891,-71.4128343
11795,WITHDRAWN,1.0,71261.0,37.831316,-122.2852473
11796,CERTIFIED-WITHDRAWN,1.0,47923.0,42.2695216,-71.6161294
11797,CERTIFIED,1.0,58760.0,40.22833710000001,-74.9322596
11798,CERTIFIED,1.0,89648.0,40.79343220000001,-73.4151214
11799,CERTIFIED-WITHDRAWN,1.0,35672.0,40.7127837,-74.00594129999998
11800,CERTIFIED-WITHDRAWN,0.0,40706.0,42.2808256,-83.7430378
11801,WITHDRAWN,1.0,43035.0,41.0886216,-74.1435843
11802,CERTIFIED-WITHDRAWN,1.0,60258.0,39.1429081,-94.5729781
11803,CERTIFIED-WITHDRAWN,0.0,52104.0,42.4989936,-83.3677168
11804,CERTIFIED,1.0,89232.0,37.3541079,-121.9552356
11805,WITHDRAWN,1.0,83616.0,39.9611755,-82.9987942
11806,CERTIFIED-WITHDRAWN,1.0,66331.0,30.267153000000004,-97.7430608
11807,CERTIFIED,1.0,55162.0,25.7616798,-80.1917902
11808,WITHDRAWN,0.0,65312.0,39.0997265,-94.5785667
11809,WITHDRAWN,0.0,49816.0,21.3069444,-157.8583333
11810,CERTIFIED-WITHDRAWN,1.0,45780.0,39.9525839,-75.1652215
11811,CERTIFIED,1.0,86673.6,33.83584920000001,-118.3406288
11812,WITHDRAWN,1.0,47237.0,29.6516344,-82.3248262
11813,CERTIFIED-WITHDRAWN,1.0,63419.0,40.5753817,-74.3223703
11814,DENIED,1.0,45760.0,41.8781136,-87.62979820000002
11815,WITHDRAWN,1.0,67454.0,38.9012225,-77.2652604
11816,WITHDRAWN,1.0,54579.0,37.9357576,-122.3477486
11817,DENIED,1.0,40000.0,40.7127837,-74.00594129999998
11818,CERTIFIED,1.0,66976.0,42.0333607,-88.0834059
11819,CERTIFIED,1.0,85134.0,45.487062,-122.8037102
11820,CERTIFIED,1.0,41330.0,40.7127837,-74.00594129999998
11821,CERTIFIED-WITHDRAWN,1.0,90168.0,39.1429081,-94.5729781
11822,CERTIFIED,1.0,81952.0,32.991235,-97.1950138
11823,DENIED,1.0,184434.0,29.4241219,-98.4936282
11824,DENIED,1.0,48589.0,42.0986867,-75.9179738
11825,CERTIFIED-WITHDRAWN,1.0,65541.0,37.7749295,-122.4194155
11826,WITHDRAWN,1.0,66290.0,41.8781136,-87.62979820000002
11827,DENIED,1.0,50274.0,40.9114882,-73.78235490000002
11828,WITHDRAWN,1.0,77917.0,34.1367208,-118.66148090000002
11829,CERTIFIED-WITHDRAWN,1.0,114018.0,37.36883,-122.0363496
11830,WITHDRAWN,0.0,57491.0,41.079273,-85.13935129999999
11831,DENIED,1.0,53061.0,40.7351018,-73.68790820000002
11832,CERTIFIED-WITHDRAWN,1.0,150654.0,40.7127837,-74.00594129999998
11833,CERTIFIED,0.0,23920.0,36.3134397,-82.35347270000003
11834,CERTIFIED-WITHDRAWN,1.0,81661.0,42.37648520000001,-71.2356113
11835,WITHDRAWN,1.0,75899.2,32.715738,-117.1610838
11836,CERTIFIED-WITHDRAWN,1.0,120349.0,37.3860517,-122.0838511
11837,CERTIFIED-WITHDRAWN,1.0,18450.0,25.7616798,-80.1917902
11838,CERTIFIED-WITHDRAWN,1.0,105934.0,29.7604267,-95.3698028
11839,DENIED,1.0,78187.0,40.3916172,-111.8507662
11840,WITHDRAWN,0.0,66518.0,42.3636331,-87.84479379999998
11841,DENIED,1.0,113693.0,40.6781784,-73.94415790000002
11842,DENIED,0.0,23816.0,32.735687,-97.1080656
11843,DENIED,1.0,95306.0,39.6837226,-75.7496572
11844,DENIED,1.0,31387.0,40.718106,-73.84484690000002
11845,DENIED,0.0,51396.8,38.3565773,-121.9877444
11846,DENIED,1.0,86700.12,32.7766642,-96.7969879
11847,DENIED,1.0,74443.0,40.9312099,-73.8987469
11848,DENIED,1.0,103875.0,37.3541079,-121.9552356
11849,CERTIFIED,1.0,58094.0,34.4358294,-119.8276389
11850,CERTIFIED-WITHDRAWN,1.0,80974.0,40.7127837,-74.00594129999998
11851,WITHDRAWN,0.0,73673.6,36.3955891,-97.8783911
11852,DENIED,1.0,54916.0,37.5296593,-122.0402399
11853,DENIED,1.0,79789.0,25.790654,-80.1300455
11854,WITHDRAWN,1.0,133328.0,37.4418834,-122.1430195
11855,CERTIFIED,1.0,160264.0,29.7604267,-95.3698028
11856,CERTIFIED-WITHDRAWN,0.0,50544.0,29.7604267,-95.3698028
11857,WITHDRAWN,1.0,55702.0,40.309579,-74.8770282
11858,CERTIFIED-WITHDRAWN,1.0,37482.0,42.3600825,-71.0588801
11859,DENIED,1.0,58240.0,40.7267682,-73.6342954
11860,WITHDRAWN,1.0,91728.0,42.2286954,-71.5225646
11861,DENIED,0.0,73964.8,33.6469661,-117.689218
11862,DENIED,0.0,45011.0,32.9265137,-96.8961151
11863,CERTIFIED-WITHDRAWN,1.0,56680.0,40.8652865,-74.41738769999998
11864,CERTIFIED,1.0,58989.0,32.7766642,-96.7969879
11865,CERTIFIED,1.0,82307.0,37.36883,-122.0363496
11866,CERTIFIED,1.0,70200.0,40.1012856,-75.38355250000002
11867,DENIED,0.0,37440.0,25.8195424,-80.3553302
11868,DENIED,1.0,143437.0,29.7604267,-95.3698028
11869,DENIED,1.0,47133.0,37.6624312,-121.8746789
11870,DENIED,1.0,93122.0,38.8338816,-104.8213634
11871,CERTIFIED,1.0,42245.0,40.7607793,-111.89104740000002
11872,WITHDRAWN,1.0,137634.0,25.7616798,-80.1917902
11873,CERTIFIED-WITHDRAWN,1.0,60000.0,47.6739881,-122.121512
11874,WITHDRAWN,1.0,46592.0,41.6005448,-93.6091064
11875,DENIED,0.0,114046.4,32.715738,-117.1610838
11876,CERTIFIED,1.0,68453.0,42.6064095,-83.1497751
11877,WITHDRAWN,1.0,79539.2,42.4989936,-83.3677168
11878,DENIED,1.0,88005.0,26.1669711,-80.25659499999998
11879,CERTIFIED,0.0,62462.0,40.4842027,-88.9936873
11880,CERTIFIED-WITHDRAWN,1.0,43035.0,38.2526647,-85.7584557
11881,WITHDRAWN,1.0,32490.0,40.7127837,-74.00594129999998
11882,DENIED,1.0,43618.0,29.7057858,-95.4588299
11883,WITHDRAWN,0.0,65042.0,42.5047161,-71.19562049999998
11884,CERTIFIED-WITHDRAWN,1.0,46197.0,39.2807348,-84.3173878
11885,CERTIFIED-WITHDRAWN,1.0,88982.0,42.5584218,-71.2689461
11886,DENIED,1.0,44179.2,26.7153424,-80.0533746
11887,CERTIFIED,1.0,67620.8,37.3382082,-121.88632859999998
11888,CERTIFIED,1.0,61589.0,37.3541079,-121.9552356
11889,DENIED,0.0,60000.0,40.497604,-74.4884868
11890,WITHDRAWN,1.0,73008.0,36.3728538,-94.2088172
11891,CERTIFIED,1.0,58100.0,32.715738,-117.1610838
11892,WITHDRAWN,1.0,52603.0,42.6875323,-83.23410279999997
11893,CERTIFIED-WITHDRAWN,1.0,74589.0,29.7604267,-95.3698028
11894,DENIED,1.0,53019.0,38.6270025,-90.1994042
11895,WITHDRAWN,1.0,104645.0,37.3229978,-122.0321823
11896,CERTIFIED,1.0,87818.0,34.1425078,-118.255075
11897,WITHDRAWN,1.0,69784.0,37.3860517,-122.0838511
11898,WITHDRAWN,1.0,91231.0,37.3382082,-121.88632859999998
11899,DENIED,1.0,221590.0,40.7127837,-74.00594129999998
11900,DENIED,1.0,60000.0,28.3252878,-81.5331286
11901,CERTIFIED-WITHDRAWN,1.0,52672.0,42.6875323,-83.23410279999997
11902,CERTIFIED-WITHDRAWN,1.0,33675.0,30.267153000000004,-97.7430608
11903,WITHDRAWN,1.0,55370.0,33.7489954,-84.3879824
11904,DENIED,1.0,44803.0,37.7749295,-122.4194155
11905,CERTIFIED,1.0,95326.0,37.7749295,-122.4194155
11906,DENIED,1.0,51584.0,40.5187154,-74.4120953
11907,CERTIFIED,1.0,55266.0,42.1900249,-87.90840390000002
11908,DENIED,1.0,22402.0,32.912624,-96.6388833
11909,CERTIFIED-WITHDRAWN,1.0,67579.0,42.3667625,-71.3031132
11910,DENIED,1.0,79518.0,33.660297,-117.9992265
11911,WITHDRAWN,0.0,63877.0,40.3025907,-74.511172
11912,DENIED,1.0,161429.0,37.5364134,-122.2455364
11913,WITHDRAWN,1.0,78645.0,40.7127837,-74.00594129999998
11914,CERTIFIED,1.0,73798.0,40.3572976,-74.66722259999997
11915,CERTIFIED,1.0,40914.0,41.8437093,-72.82843170000002
11916,CERTIFIED,0.0,52853.0,41.7508391,-88.15353520000002
11917,CERTIFIED,1.0,67122.0,42.5047161,-71.19562049999998
11918,DENIED,0.0,34520.0,40.8412111,-74.0451405
11919,CERTIFIED,1.0,54621.0,34.2694474,-118.781482
11920,CERTIFIED-WITHDRAWN,0.0,40373.0,41.6611277,-91.5301683
11921,WITHDRAWN,1.0,36400.0,39.768403,-86.158068
11922,CERTIFIED,1.0,60736.0,40.6342489,-74.50047959999998
11923,CERTIFIED-WITHDRAWN,1.0,87610.0,47.6739881,-122.121512
11924,WITHDRAWN,1.0,60154.0,40.5753817,-74.3223703
11925,DENIED,1.0,62504.0,34.2506356,-118.61481
11926,WITHDRAWN,1.0,52749.0,42.2203171,-83.4838244
11927,WITHDRAWN,1.0,136427.0,32.715738,-117.1610838
11928,CERTIFIED,0.0,65790.0,33.7489954,-84.3879824
11929,CERTIFIED-WITHDRAWN,1.0,96741.0,40.7127837,-74.00594129999998
11930,WITHDRAWN,0.0,45011.0,32.948333500000004,-96.7298519
11931,DENIED,1.0,77022.0,29.7604267,-95.3698028
11932,CERTIFIED-WITHDRAWN,1.0,39000.0,41.2840635,-73.4975412
11933,CERTIFIED,1.0,124072.0,37.7749295,-122.4194155
11934,DENIED,1.0,44970.0,33.2000368,-117.2425355
11935,CERTIFIED,1.0,62088.0,33.7455731,-117.8678338
11936,CERTIFIED,0.0,54808.0,42.7284117,-73.69178509999998
11937,CERTIFIED-WITHDRAWN,1.0,77106.0,37.7749295,-122.4194155
11938,WITHDRAWN,1.0,67392.0,39.0839973,-77.1527578
11939,WITHDRAWN,1.0,74006.0,37.36883,-122.0363496
11940,WITHDRAWN,0.0,80225.6,42.1070383,-72.6203675
11941,DENIED,1.0,36627.0,45.6769979,-111.0429339
11942,CERTIFIED-WITHDRAWN,1.0,79622.0,41.5519954,-81.4784522
11943,DENIED,1.0,56680.0,29.6196787,-95.6349463
11944,WITHDRAWN,1.0,104083.0,45.487062,-122.8037102
11945,WITHDRAWN,1.0,73050.0,41.4886892,-75.7085248
11946,CERTIFIED,1.0,64230.0,39.6172101,-104.9508141
11947,WITHDRAWN,1.0,73100.0,40.4842027,-88.9936873
11948,DENIED,1.0,44928.0,25.7616798,-80.1917902
11949,DENIED,1.0,115003.0,38.8942786,-77.4310992
11950,CERTIFIED,1.0,99466.0,47.6062095,-122.33207079999998
11951,CERTIFIED,0.0,66518.0,37.7749295,-122.4194155
11952,DENIED,1.0,53914.0,40.497604,-74.4884868
11953,DENIED,1.0,33925.0,25.7616798,-80.1917902
11954,CERTIFIED,1.0,88254.0,37.3860517,-122.0838511
11955,DENIED,1.0,50627.0,42.3222599,-83.1763145
11956,CERTIFIED,1.0,73174.0,32.7766642,-96.7969879
11957,DENIED,1.0,62130.0,38.9586307,-77.35700279999998
11958,DENIED,1.0,54059.2,29.7604267,-95.3698028
11959,CERTIFIED-WITHDRAWN,1.0,91936.0,37.36883,-122.0363496
11960,WITHDRAWN,1.0,79699.0,39.2903848,-76.6121893
11961,DENIED,1.0,92123.0,33.7489954,-84.3879824
11962,CERTIFIED,1.0,51064.0,40.7127837,-74.00594129999998
11963,CERTIFIED,0.0,56368.0,34.0522342,-118.24368490000002
11964,CERTIFIED-WITHDRAWN,1.0,85197.0,40.7127837,-74.00594129999998
11965,WITHDRAWN,1.0,52770.0,40.3572976,-74.66722259999997
11966,CERTIFIED,1.0,103584.0,44.8546856,-93.470786
11967,CERTIFIED,1.0,58011.0,40.7281575,-74.0776417
11968,WITHDRAWN,1.0,108098.0,33.3061605,-111.8412502
11969,DENIED,1.0,53394.0,38.9071923,-77.03687070000002
11970,CERTIFIED-WITHDRAWN,1.0,66123.0,30.267153000000004,-97.7430608
11971,CERTIFIED,1.0,70387.0,33.7489954,-84.3879824
11972,CERTIFIED-WITHDRAWN,1.0,210704.0,40.7127837,-74.00594129999998
11973,CERTIFIED-WITHDRAWN,1.0,83990.0,40.2170534,-74.74293840000001
11974,DENIED,1.0,40747.2,41.9778795,-91.6656232
11975,CERTIFIED,1.0,60736.0,29.7604267,-95.3698028
11976,CERTIFIED,1.0,63107.2,37.7749295,-122.4194155
11977,CERTIFIED-WITHDRAWN,1.0,58531.0,40.7281575,-74.0776417
11978,WITHDRAWN,1.0,62462.0,34.0028786,-84.1446376
11979,CERTIFIED-WITHDRAWN,1.0,111134.0,32.948333500000004,-96.7298519
11980,CERTIFIED-WITHDRAWN,1.0,70491.0,39.7294319,-104.8319195
11981,WITHDRAWN,1.0,77813.0,42.2808256,-83.7430378
11982,DENIED,1.0,58802.0,40.8223168,-74.15987249999998
11983,CERTIFIED-WITHDRAWN,1.0,80995.0,40.6781784,-73.94415790000002
11984,DENIED,1.0,44803.0,37.7749295,-122.4194155
11985,CERTIFIED,1.0,87922.0,42.1711365,-87.8445119
11986,DENIED,1.0,166400.0,41.8239891,-71.4128343
11987,DENIED,1.0,127608.0,40.7127837,-74.00594129999998
11988,DENIED,0.0,94806.4,37.244039,-77.41026070000002
11989,CERTIFIED,1.0,112986.0,47.6101497,-122.2015159
11990,WITHDRAWN,1.0,69306.0,37.9100783,-122.0651819
11991,CERTIFIED,1.0,88982.0,41.9220496,-71.54951009999998
11992,WITHDRAWN,0.0,67808.0,40.7127837,-74.00594129999998
11993,WITHDRAWN,1.0,117312.0,40.7281575,-74.0776417
11994,WITHDRAWN,1.0,76086.0,42.3600825,-71.0588801
11995,WITHDRAWN,1.0,98342.0,37.3382082,-121.88632859999998
11996,CERTIFIED,1.0,65700.0,38.9695545,-77.38609759999999
11997,DENIED,1.0,41350.0,41.55199520000001,-81.4392828
11998,CERTIFIED-WITHDRAWN,1.0,52770.0,33.494170399999994,-111.9260519
11999,CERTIFIED,1.0,57512.0,40.6084305,-75.4901833
12000,DENIED,1.0,70429.0,41.7360305,-72.795027
12001,DENIED,1.0,112141120.0,35.99403289999999,-78.898619
12002,CERTIFIED,1.0,54392.0,39.2014404,-85.9213796
12003,DENIED,1.0,62566.0,40.7127837,-74.00594129999998
12004,CERTIFIED-WITHDRAWN,1.0,115066.0,33.6189101,-117.9289469
12005,DENIED,0.0,49566.4,42.51954,-70.8967155
12006,WITHDRAWN,1.0,81162.0,45.01051939999999,-93.4555093
12007,CERTIFIED-WITHDRAWN,0.0,50794.0,44.2619309,-88.4153847
12008,DENIED,1.0,51958.0,35.7795897,-78.6381787
12009,CERTIFIED,1.0,64272.0,37.55854650000001,-122.2710788
12010,CERTIFIED,1.0,136989.0,40.7127837,-74.00594129999998
12011,DENIED,0.0,51500.8,34.1466467,-118.8073729
12012,WITHDRAWN,1.0,111134.0,33.6839473,-117.7946942
12013,CERTIFIED-WITHDRAWN,1.0,99424.0,47.6739881,-122.121512
12014,CERTIFIED-WITHDRAWN,1.0,80059.0,40.7127837,-74.00594129999998
12015,CERTIFIED-WITHDRAWN,1.0,92290.0,37.36883,-122.0363496
12016,WITHDRAWN,1.0,54870.0,32.715738,-117.1610838
12017,WITHDRAWN,1.0,62192.0,42.65257929999999,-73.7562317
12018,CERTIFIED-WITHDRAWN,1.0,75150.0,33.4483771,-112.0740373
12019,CERTIFIED,1.0,58656.0,42.7261309,-87.78285229999999
12020,CERTIFIED,1.0,27340.0,41.8781136,-87.62979820000002
12021,CERTIFIED,0.0,38396.8,40.8528777,-74.0420848
12022,CERTIFIED,1.0,73861.0,35.899167799999994,-78.8636402
12023,CERTIFIED,1.0,60736.0,40.497604,-74.4884868
12024,CERTIFIED,1.0,59779.0,42.8864468,-78.8783689
12025,WITHDRAWN,1.0,68162.0,33.0198431,-96.6988856
12026,CERTIFIED,0.0,65312.0,32.814017699999994,-96.9488945
12027,DENIED,1.0,49680.0,43.16103,-77.61092190000002
12028,CERTIFIED,1.0,45340.0,38.9071923,-77.03687070000002
12029,CERTIFIED,1.0,67059.0,40.5939636,-74.6049061
12030,DENIED,1.0,61277.0,47.6062095,-122.33207079999998
12031,DENIED,1.0,35360.0,40.6639916,-74.2107006
12032,CERTIFIED,1.0,43076.8,40.5792701,-74.4115401
12033,DENIED,1.0,24220.0,31.549333,-97.1466695
12034,CERTIFIED,1.0,69472.0,45.487062,-122.8037102
12035,CERTIFIED,1.0,77459.0,40.5187154,-74.4120953
12036,CERTIFIED-WITHDRAWN,1.0,102731.0,37.3382082,-121.88632859999998
12037,CERTIFIED,1.0,63003.0,38.6653297,-90.3759499
12038,DENIED,1.0,59000.0,41.8239891,-71.4128343
12039,CERTIFIED,1.0,87547.0,47.6101497,-122.2015159
12040,CERTIFIED-WITHDRAWN,1.0,110094.0,37.36883,-122.0363496
12041,WITHDRAWN,1.0,77875.0,32.715738,-117.1610838
12042,CERTIFIED-WITHDRAWN,1.0,57075.0,32.814017699999994,-96.9488945
12043,CERTIFIED,1.0,84926.0,32.715738,-117.1610838
12044,WITHDRAWN,1.0,61776.0,34.07537620000001,-84.2940899
12045,DENIED,1.0,37669.0,43.0389025,-87.9064736
12046,CERTIFIED,1.0,96450.0,40.5939636,-74.6049061
12047,CERTIFIED-WITHDRAWN,1.0,104728.0,33.1506744,-96.8236116
12048,CERTIFIED,0.0,58490.0,38.232417,-122.6366524
12049,DENIED,1.0,78333.0,39.0437567,-77.4874416
12050,WITHDRAWN,0.0,53518.0,40.497604,-74.4884868
12051,DENIED,1.0,37336.0,40.7127837,-74.00594129999998
12052,CERTIFIED-WITHDRAWN,1.0,62754.0,42.0333607,-88.0834059
12053,DENIED,1.0,81900.0,42.3600825,-71.0588801
12054,CERTIFIED,1.0,68973.0,35.2270869,-80.8431267
12055,DENIED,1.0,35360.0,33.4483771,-112.0740373
12056,WITHDRAWN,0.0,61277.0,42.20790170000001,-71.0040013
12057,CERTIFIED,1.0,69077.0,42.279286,-71.4161565
12058,WITHDRAWN,1.0,33218.0,29.7604267,-95.3698028
12059,WITHDRAWN,0.0,38480.0,25.7616798,-80.1917902
12060,DENIED,1.0,53810.0,40.7127837,-74.00594129999998
12061,DENIED,1.0,34288.8,29.7604267,-95.3698028
12062,DENIED,1.0,38688.0,42.7678376,-78.61335890000002
12063,DENIED,1.0,52478.0,40.88982120000001,-74.1948674
12064,WITHDRAWN,1.0,102336.0,42.4792618,-71.1522765
12065,WITHDRAWN,0.0,66040.0,37.5407246,-77.4360481
12066,CERTIFIED-WITHDRAWN,1.0,67059.0,40.8042649,-73.16900190000001
12067,DENIED,1.0,51251.0,40.6259316,-75.3704579
12068,CERTIFIED,1.0,65000.0,39.7390721,-75.5397878
12069,WITHDRAWN,1.0,73882.0,40.4842027,-88.9936873
12070,WITHDRAWN,1.0,33218.0,29.3013479,-94.7976958
12071,DENIED,1.0,32406.4,40.7674987,-73.833079
12072,DENIED,1.0,54400.0,47.6101497,-122.2015159
12073,DENIED,1.0,39790.0,36.0395247,-114.9817213
12074,CERTIFIED,1.0,79498.0,32.715738,-117.1610838
12075,DENIED,1.0,42620.0,28.0394654,-81.9498042
12076,CERTIFIED,1.0,66019.0,40.7127837,-74.00594129999998
12077,CERTIFIED,1.0,94162.0,37.4529598,-122.1817252
12078,WITHDRAWN,1.0,58885.0,33.0198431,-96.6988856
12079,CERTIFIED-WITHDRAWN,1.0,83346.0,33.7489954,-84.3879824
12080,WITHDRAWN,0.0,57366.4,39.9525839,-75.1652215
12081,CERTIFIED-WITHDRAWN,1.0,68661.0,40.7127837,-74.00594129999998
12082,DENIED,1.0,70034.0,42.3875968,-71.0994968
12083,CERTIFIED,1.0,77210.0,40.3572976,-74.66722259999997
12084,DENIED,1.0,32760.0,31.0982344,-97.342782
12085,CERTIFIED-WITHDRAWN,1.0,81057.6,42.8864468,-78.8783689
12086,DENIED,1.0,31000.0,32.715738,-117.1610838
12087,WITHDRAWN,1.0,60091.0,30.1658207,-95.4612625
12088,CERTIFIED-WITHDRAWN,1.0,70949.0,37.7749295,-122.4194155
12089,CERTIFIED-WITHDRAWN,1.0,60278.0,40.0992294,-83.11407709999997
12090,WITHDRAWN,1.0,76232.0,33.7489954,-84.3879824
12091,CERTIFIED,1.0,82800.0,42.5047161,-71.19562049999998
12092,CERTIFIED,1.0,124176.0,41.6717648,-72.9492703
12093,WITHDRAWN,1.0,60611.0,37.5296593,-122.0402399
12094,DENIED,0.0,64500.8,38.36067360000001,-75.5993692
12095,WITHDRAWN,1.0,130998.0,25.72149,-80.2683838
12096,CERTIFIED,1.0,60798.0,40.7127837,-74.00594129999998
12097,CERTIFIED,0.0,66560.0,41.25236339999999,-95.9979883
12098,DENIED,1.0,42661.0,40.7325997,-73.44540090000002
12099,DENIED,1.0,67454.0,38.8048355,-77.0469214
12100,CERTIFIED-WITHDRAWN,1.0,73424.0,37.3382082,-121.88632859999998
12101,CERTIFIED,1.0,40373.0,39.0437567,-77.4874416
12102,DENIED,1.0,63606.0,37.6624312,-121.8746789
12103,CERTIFIED,1.0,51376.0,40.5294058,-75.39369350000003
12104,CERTIFIED-WITHDRAWN,1.0,66602.0,37.3860517,-122.0838511
12105,DENIED,1.0,38960.0,36.8507689,-76.28587259999998
12106,DENIED,0.0,55390.0,34.07537620000001,-84.2940899
12107,WITHDRAWN,0.0,101192.0,37.7749295,-122.4194155
12108,WITHDRAWN,1.0,57366.0,33.4483771,-112.0740373
12109,WITHDRAWN,1.0,142438.0,40.7127837,-74.00594129999998
12110,CERTIFIED,1.0,67371.0,47.76095,-122.2055883
12111,CERTIFIED-WITHDRAWN,0.0,56243.0,39.7392358,-104.990251
12112,WITHDRAWN,1.0,40664.0,39.173162100000006,-77.2716502
12113,DENIED,1.0,38100.0,39.7392358,-104.990251
12114,CERTIFIED,1.0,29369.6,26.3017374,-98.1633432
12115,CERTIFIED,0.0,47944.0,40.9445428,-74.0754189
12116,CERTIFIED-WITHDRAWN,1.0,35422.0,42.3600825,-71.0588801
12117,CERTIFIED-WITHDRAWN,0.0,58240.0,35.99403289999999,-78.898619
12118,WITHDRAWN,1.0,72696.0,37.424106,-122.1660756
12119,DENIED,1.0,68661.0,40.7127837,-74.00594129999998
12120,WITHDRAWN,1.0,63523.0,33.4483771,-112.0740373
12121,CERTIFIED-WITHDRAWN,1.0,83450.0,41.9867507,-87.87216020000002
12122,CERTIFIED-WITHDRAWN,1.0,48402.0,40.75839000000001,-82.51544709999997
12123,CERTIFIED,0.0,34424.0,41.9125286,-88.1347927
12124,WITHDRAWN,1.0,61984.0,29.4241219,-98.4936282
12125,CERTIFIED,1.0,51272.0,33.7489954,-84.3879824
12126,WITHDRAWN,1.0,75670.0,37.5778696,-122.34808999999998
12127,DENIED,0.0,60923.2,34.274646000000004,-119.22903159999998
12128,WITHDRAWN,1.0,70512.0,39.1031182,-84.5120196
12129,DENIED,1.0,90230.0,34.6992579,-86.7483318
12130,CERTIFIED,1.0,53393.6,41.0167639,-74.2057011
12131,CERTIFIED-WITHDRAWN,1.0,65000.0,42.3600825,-71.0588801
12132,CERTIFIED,1.0,79851.0,42.6875323,-83.23410279999997
12133,DENIED,1.0,24876.8,37.7652065,-122.2416355
12134,DENIED,1.0,49234.0,42.0405852,-87.78256209999998
12135,CERTIFIED-WITHDRAWN,1.0,78000.0,40.39680120000001,-74.0915982
12136,CERTIFIED,1.0,67205.0,40.7127837,-74.00594129999998
12137,CERTIFIED-WITHDRAWN,1.0,79997.0,33.635661799999994,-96.6088805
12138,DENIED,1.0,41516.8,32.975641499999995,-96.8899636
12139,WITHDRAWN,1.0,61776.0,33.7489954,-84.3879824
12140,CERTIFIED-WITHDRAWN,1.0,124717.0,47.6739881,-122.121512
12141,CERTIFIED-WITHDRAWN,1.0,57762.0,32.9342919,-97.0780654
12142,CERTIFIED-WITHDRAWN,1.0,55827.0,34.1477849,-118.1445155
12143,CERTIFIED,1.0,27227.0,32.5251516,-93.7501789
12144,DENIED,1.0,50000.0,37.3541079,-121.9552356
12145,CERTIFIED-WITHDRAWN,1.0,68162.0,38.984652,-77.09470920000003
12146,WITHDRAWN,1.0,63898.0,39.6477653,-104.9877597
12147,WITHDRAWN,1.0,83553.6,37.3229978,-122.0321823
12148,WITHDRAWN,1.0,73880.0,42.3600825,-71.0588801
12149,DENIED,1.0,89232.0,40.744679,-73.94854240000002
12150,WITHDRAWN,0.0,60798.0,40.7127837,-74.00594129999998
12151,DENIED,1.0,44346.0,28.5383355,-81.3792365
12152,WITHDRAWN,1.0,84178.0,33.7489954,-84.3879824
12153,DENIED,1.0,49150.0,40.5753817,-74.3223703
12154,DENIED,1.0,102997.0,30.267153000000004,-97.7430608
12155,CERTIFIED,0.0,65936.0,40.554887,-74.4642861
12156,CERTIFIED,1.0,29994.0,32.7766642,-96.7969879
12157,DENIED,1.0,32510.0,40.7830603,-73.9712488
12158,CERTIFIED,1.0,60403.0,45.52306220000001,-122.6764816
12159,WITHDRAWN,1.0,78811.0,44.9260794,-93.4044187
12160,CERTIFIED-WITHDRAWN,1.0,48110.0,32.96179,-96.8291685
