,CASE_STATUS,FULL_TIME,PREVAILING_WAGE,lat,lon
20354,CERTIFIED,1.0,56971.0,41.1131514,-74.04375209999998
20355,CERTIFIED,1.0,72280.0,43.0605671,-88.1064787
20356,DENIED,0.0,56825.6,40.6781784,-73.94415790000002
20357,CERTIFIED-WITHDRAWN,1.0,91749.0,37.3860517,-122.0838511
20358,DENIED,1.0,122658.0,40.2842164,-84.15549870000002
20359,DENIED,0.0,44304.0,26.1669711,-80.25659499999998
20360,WITHDRAWN,0.0,68390.4,42.2808256,-83.7430378
20361,CERTIFIED,1.0,76870.0,39.2903848,-76.6121893
20362,DENIED,1.0,61256.0,29.7604267,-95.3698028
20363,DENIED,0.0,51846.0,42.083639,-78.429927
20364,WITHDRAWN,1.0,77251.0,43.0389025,-87.9064736
20365,CERTIFIED,1.0,100755.0,40.7281575,-74.0776417
20366,WITHDRAWN,1.0,82576.0,37.4418834,-122.1430195
20367,DENIED,1.0,84676.8,34.0522342,-118.24368490000002
20368,CERTIFIED,1.0,76690.0,37.56299170000001,-122.3255254
20369,CERTIFIED-WITHDRAWN,1.0,115586.0,37.7749295,-122.4194155
20370,DENIED,0.0,59467.0,40.7607793,-111.89104740000002
20371,DENIED,1.0,97053.0,38.7509488,-77.4752667
20372,CERTIFIED,1.0,103709.0,37.4418834,-122.1430195
20373,WITHDRAWN,1.0,101691.0,37.3860517,-122.0838511
20374,WITHDRAWN,1.0,62899.0,45.5228939,-122.989827
20375,WITHDRAWN,1.0,55890.0,43.7391616,-87.7817541
20376,CERTIFIED-WITHDRAWN,1.0,58968.0,42.4906231,-71.27600890000002
20377,WITHDRAWN,0.0,58906.0,44.9428975,-123.0350963
20378,CERTIFIED,1.0,127774.0,34.2257255,-77.9447102
20379,CERTIFIED,1.0,66622.0,32.715738,-117.1610838
20380,DENIED,1.0,51106.0,29.7857853,-95.8243956
20381,WITHDRAWN,0.0,60133.0,32.814017699999994,-96.9488945
20382,CERTIFIED,1.0,59550.0,40.7281575,-74.0776417
20383,WITHDRAWN,1.0,88275.2,32.715738,-117.1610838
20384,DENIED,1.0,63752.0,37.6624312,-121.8746789
20385,WITHDRAWN,1.0,56930.0,36.1699412,-115.13982959999998
20386,WITHDRAWN,1.0,117333.0,40.7127837,-74.00594129999998
20387,CERTIFIED-WITHDRAWN,0.0,62608.0,39.1429081,-94.5729781
20388,DENIED,1.0,154232.0,47.5301011,-122.0326191
20389,CERTIFIED,1.0,53240.0,41.308274,-72.9278835
20390,DENIED,0.0,24024.0,38.9906657,-77.026088
20391,DENIED,1.0,98342.0,37.36883,-122.0363496
20392,CERTIFIED-WITHDRAWN,1.0,41184.0,29.7604267,-95.3698028
20393,WITHDRAWN,1.0,85654.4,36.3728538,-94.2088172
20394,WITHDRAWN,1.0,44013.0,42.5584218,-71.2689461
20395,CERTIFIED,1.0,98550.0,32.715738,-117.1610838
20396,DENIED,1.0,94432.0,37.3541079,-121.9552356
20397,DENIED,1.0,44844.8,34.151749200000005,-118.52142820000002
20398,WITHDRAWN,1.0,71614.0,38.9695545,-77.38609759999999
20399,WITHDRAWN,1.0,73091.0,33.7748275,-84.2963123
20400,CERTIFIED,1.0,40602.0,34.0007104,-81.0348144
20401,CERTIFIED-WITHDRAWN,1.0,37336.0,39.2903848,-76.6121893
20402,CERTIFIED,1.0,50274.0,33.5206608,-86.80249
20403,CERTIFIED-WITHDRAWN,1.0,61422.0,47.6062095,-122.33207079999998
20404,WITHDRAWN,1.0,56098.0,34.8526176,-82.3940104
20405,CERTIFIED-WITHDRAWN,1.0,54454.0,33.7489954,-84.3879824
20406,WITHDRAWN,1.0,106913.0,29.4241219,-98.4936282
20407,DENIED,1.0,68800.0,44.8546856,-93.470786
20408,WITHDRAWN,1.0,40269.0,40.3432857,-111.7207608
20409,WITHDRAWN,1.0,100277.0,37.36883,-122.0363496
20410,CERTIFIED-WITHDRAWN,1.0,38147.0,35.899167799999994,-78.8636402
20411,CERTIFIED,1.0,62067.0,38.9071923,-77.03687070000002
20412,CERTIFIED,1.0,75608.0,33.83584920000001,-118.3406288
20413,CERTIFIED-WITHDRAWN,1.0,90854.0,39.3600586,-84.309939
20414,DENIED,0.0,37689.6,39.9525839,-75.1652215
20415,DENIED,1.0,88213.0,40.7127837,-74.00594129999998
20416,WITHDRAWN,1.0,76003.2,40.2115109,-74.6796651
20417,WITHDRAWN,1.0,84781.0,34.01945429999999,-118.4911912
20418,CERTIFIED,1.0,43118.0,40.735657,-74.1723667
20419,DENIED,1.0,68952.0,37.6304904,-122.4110835
20420,CERTIFIED-WITHDRAWN,1.0,80096.0,47.6101497,-122.2015159
20421,DENIED,1.0,74838.0,40.5753817,-74.3223703
20422,CERTIFIED-WITHDRAWN,1.0,61006.0,37.55854650000001,-122.2710788
20423,CERTIFIED-WITHDRAWN,1.0,40581.0,36.3728538,-94.2088172
20424,DENIED,1.0,64688.0,25.8195424,-80.3553302
20425,CERTIFIED-WITHDRAWN,0.0,38584.0,29.6516344,-82.3248262
20426,WITHDRAWN,1.0,54630.0,40.7127837,-74.00594129999998
20427,WITHDRAWN,1.0,75899.0,40.1856597,-75.451571
20428,CERTIFIED,1.0,60882.0,29.4241219,-98.4936282
20429,CERTIFIED-WITHDRAWN,1.0,34133.0,30.627977,-96.3344068
20430,DENIED,0.0,49712.0,40.0698321,-75.31629509999998
20431,CERTIFIED,1.0,84989.0,30.267153000000004,-97.7430608
20432,DENIED,1.0,50794.0,39.7294319,-104.8319195
20433,CERTIFIED-WITHDRAWN,1.0,59738.0,33.0198431,-96.6988856
20434,CERTIFIED-WITHDRAWN,1.0,48484.8,40.6936488,-89.58898640000002
20435,WITHDRAWN,1.0,70678.0,43.0389025,-87.9064736
20436,DENIED,1.0,29557.0,47.6062095,-122.33207079999998
20437,DENIED,0.0,39332.8,34.003903,-118.230073
20438,DENIED,1.0,55494.0,42.5005583,-90.6645718
20439,DENIED,1.0,51179.0,41.8781136,-87.62979820000002
20440,DENIED,1.0,45000.0,42.40843,-71.0536625
20441,CERTIFIED,1.0,85609.0,33.0198431,-96.6988856
20442,CERTIFIED,1.0,50253.0,40.8171184,-89.56794740000002
20443,CERTIFIED-WITHDRAWN,1.0,44034.0,30.3321838,-81.655651
20444,CERTIFIED,1.0,54216.0,42.5278731,-70.92866090000003
20445,CERTIFIED,1.0,63107.0,37.55854650000001,-122.2710788
20446,DENIED,1.0,69200.0,38.9108408,-94.3821724
20447,CERTIFIED-WITHDRAWN,1.0,53206.4,40.6460622,-111.4979729
20448,CERTIFIED,1.0,89107.0,30.267153000000004,-97.7430608
20449,DENIED,1.0,85383.0,40.7127837,-74.00594129999998
20450,CERTIFIED,1.0,73861.0,37.7749295,-122.4194155
20451,WITHDRAWN,1.0,70866.0,26.1224386,-80.13731740000001
20452,CERTIFIED-WITHDRAWN,1.0,108222.0,37.7749295,-122.4194155
20453,WITHDRAWN,1.0,78562.0,34.01945429999999,-118.4911912
20454,CERTIFIED,1.0,86590.0,42.3736158,-71.10973349999998
20455,DENIED,1.0,52520.0,42.4184296,-71.10616390000001
20456,CERTIFIED-WITHDRAWN,1.0,38314.0,41.6611277,-91.5301683
20457,DENIED,1.0,70221.0,47.6062095,-122.33207079999998
20458,CERTIFIED,1.0,82638.0,40.7127837,-74.00594129999998
20459,CERTIFIED,1.0,77626.0,40.7127837,-74.00594129999998
20460,CERTIFIED-WITHDRAWN,0.0,62608.0,39.1429081,-94.5729781
20461,DENIED,1.0,110302.0,33.7748275,-84.2963123
20462,DENIED,1.0,43118.0,37.3382082,-121.88632859999998
20463,WITHDRAWN,1.0,52458.0,43.61210870000001,-116.3915131
20464,DENIED,0.0,41974.4,37.5407246,-77.4360481
20465,WITHDRAWN,1.0,65541.0,37.7749295,-122.4194155
20466,CERTIFIED-WITHDRAWN,1.0,106318.0,37.3382082,-121.88632859999998
20467,WITHDRAWN,1.0,60403.0,45.52306220000001,-122.6764816
20468,DENIED,1.0,286000.0,37.7749295,-122.4194155
20469,DENIED,1.0,56264.0,44.92385520000001,-92.9593797
20470,CERTIFIED,1.0,65541.0,45.5228939,-122.989827
20471,CERTIFIED,0.0,60070.0,40.4842027,-88.9936873
20472,DENIED,1.0,54205.0,43.2159232,-88.03141740000002
20473,WITHDRAWN,1.0,68245.0,33.83584920000001,-118.3406288
20474,DENIED,1.0,47674.0,33.5206608,-86.80249
20475,CERTIFIED,1.0,46488.0,29.7604267,-95.3698028
20476,DENIED,1.0,50960.0,34.8526176,-82.3940104
20477,CERTIFIED,1.0,53706.0,41.6266555,-93.7121656
20478,CERTIFIED-WITHDRAWN,1.0,68162.0,32.96179,-96.8291685
20479,CERTIFIED-WITHDRAWN,1.0,37336.0,41.8781136,-87.62979820000002
20480,WITHDRAWN,0.0,49026.0,41.8781136,-87.62979820000002
20481,CERTIFIED-WITHDRAWN,1.0,71906.0,47.6739881,-122.121512
20482,DENIED,1.0,37710.0,40.7127837,-74.00594129999998
20483,CERTIFIED-WITHDRAWN,1.0,89378.0,40.7127837,-74.00594129999998
20484,DENIED,1.0,61610.0,35.99403289999999,-78.898619
20485,DENIED,1.0,64400.0,39.4195499,-76.7802528
20486,CERTIFIED-WITHDRAWN,0.0,61422.0,40.4862157,-74.4518188
20487,CERTIFIED,1.0,38314.0,33.7489954,-84.3879824
20488,CERTIFIED,1.0,124093.0,37.3382082,-121.88632859999998
20489,WITHDRAWN,1.0,93018.0,40.6342489,-74.50047959999998
20490,DENIED,1.0,42640.0,40.9050988,-74.2098679
20491,CERTIFIED-WITHDRAWN,1.0,75131.0,42.27752810000001,-71.34680909999999
20492,DENIED,1.0,79747.0,32.814017699999994,-96.9488945
20493,CERTIFIED-WITHDRAWN,1.0,41270.0,33.5831662,-84.33936829999998
20494,DENIED,1.0,64314.0,40.7281575,-74.0776417
20495,CERTIFIED-WITHDRAWN,1.0,32136.0,32.7766642,-96.7969879
20496,DENIED,1.0,63627.0,27.950575,-82.4571776
20497,CERTIFIED-WITHDRAWN,1.0,71219.0,37.54826970000001,-121.9885719
20498,CERTIFIED-WITHDRAWN,1.0,62088.0,33.7455731,-117.8678338
20499,CERTIFIED,1.0,58885.0,32.948333500000004,-96.7298519
20500,CERTIFIED-WITHDRAWN,1.0,54766.0,34.07537620000001,-84.2940899
20501,CERTIFIED,1.0,78978.0,38.9536174,-94.7335709
20502,WITHDRAWN,0.0,60500.0,29.4241219,-98.4936282
20503,CERTIFIED-WITHDRAWN,1.0,84490.0,33.5206608,-86.80249
20504,WITHDRAWN,1.0,37544.0,33.6411316,-117.9186689
20505,DENIED,1.0,95576.0,40.7127837,-74.00594129999998
20506,CERTIFIED,0.0,51730.0,40.497604,-74.4884868
20507,DENIED,1.0,155750.0,37.4418834,-122.1430195
20508,DENIED,1.0,51377.0,36.6002378,-121.8946761
20509,CERTIFIED,1.0,50814.0,34.1425078,-118.255075
20510,DENIED,1.0,73923.0,40.7281575,-74.0776417
20511,CERTIFIED,1.0,42848.0,40.5684363,-74.5384889
20512,WITHDRAWN,1.0,61838.0,42.1014831,-72.589811
20513,WITHDRAWN,1.0,107765.0,37.7249296,-122.1560768
20514,WITHDRAWN,1.0,54570.0,33.6839473,-117.7946942
20515,CERTIFIED,1.0,97386.0,37.3541079,-121.9552356
20516,WITHDRAWN,1.0,92934.0,42.5847425,-87.8211854
20517,WITHDRAWN,1.0,29578.0,33.7489954,-84.3879824
20518,DENIED,1.0,81266.0,40.7127837,-74.00594129999998
20519,CERTIFIED,1.0,44680.0,35.91319960000001,-79.05584449999998
20520,CERTIFIED-WITHDRAWN,1.0,131518.0,37.3382082,-121.88632859999998
20521,WITHDRAWN,1.0,63440.0,40.735657,-74.1723667
20522,CERTIFIED-WITHDRAWN,1.0,50440.0,39.6837226,-75.7496572
20523,CERTIFIED,1.0,36629.0,32.7766642,-96.7969879
20524,WITHDRAWN,1.0,65021.0,47.6101497,-122.2015159
20525,CERTIFIED,1.0,57949.0,33.7489954,-84.3879824
20526,CERTIFIED-WITHDRAWN,1.0,63877.0,42.0883603,-87.9806265
20527,CERTIFIED,1.0,60528.0,37.3382082,-121.88632859999998
20528,CERTIFIED,1.0,69659.0,40.2170534,-74.74293840000001
20529,WITHDRAWN,1.0,49746.0,39.2903848,-76.6121893
20530,CERTIFIED-WITHDRAWN,1.0,73154.0,40.0756627,-75.4590816
20531,DENIED,1.0,53643.0,29.9940924,-90.2417434
20532,CERTIFIED-WITHDRAWN,1.0,62150.0,37.7749295,-122.4194155
20533,CERTIFIED-WITHDRAWN,0.0,55182.0,40.6084305,-75.4901833
20534,DENIED,1.0,46821.0,42.33142700000001,-83.0457538
20535,CERTIFIED,1.0,66019.0,41.4793072,-73.2133715
20536,WITHDRAWN,0.0,69680.0,41.0534302,-73.53873409999999
20537,CERTIFIED-WITHDRAWN,0.0,25334.4,29.7604267,-95.3698028
20538,DENIED,1.0,44512.0,38.5815719,-121.4943996
20539,CERTIFIED-WITHDRAWN,0.0,67746.0,29.7604267,-95.3698028
20540,WITHDRAWN,1.0,73008.0,39.3600586,-84.309939
20541,DENIED,0.0,107369.6,37.3541079,-121.9552356
20542,DENIED,1.0,73320.0,30.267153000000004,-97.7430608
20543,WITHDRAWN,1.0,120453.0,34.1425078,-118.255075
20544,CERTIFIED,1.0,119662.0,41.6611277,-91.5301683
20545,CERTIFIED-WITHDRAWN,0.0,52499.0,40.4170948,-74.2221155
20546,DENIED,1.0,84400.0,42.6875323,-83.23410279999997
20547,DENIED,1.0,105934.0,33.9719826,-118.4265872
20548,CERTIFIED,1.0,107598.0,40.7127837,-74.00594129999998
20549,DENIED,0.0,43409.6,40.6781784,-73.94415790000002
20550,WITHDRAWN,0.0,45011.0,32.814017699999994,-96.9488945
20551,DENIED,0.0,111446.4,26.6617635,-80.2683571
20552,DENIED,1.0,61963.0,37.3382082,-121.88632859999998
20553,CERTIFIED,1.0,74277.0,40.7127837,-74.00594129999998
20554,WITHDRAWN,1.0,38314.0,41.8781136,-87.62979820000002
20555,DENIED,1.0,59301.0,30.267153000000004,-97.7430608
20556,WITHDRAWN,1.0,71947.2,42.5144566,-83.01465259999998
20557,CERTIFIED-WITHDRAWN,1.0,76400.0,32.814017699999994,-96.9488945
20558,CERTIFIED,1.0,58011.0,44.977753,-93.2650108
20559,CERTIFIED,1.0,50877.0,42.6455915,-84.6488707
20560,DENIED,1.0,92830.0,40.7127837,-74.00594129999998
20561,WITHDRAWN,1.0,54309.0,42.33142700000001,-83.0457538
20562,CERTIFIED-WITHDRAWN,1.0,67413.0,34.18083920000001,-118.30896609999998
20563,CERTIFIED,1.0,71510.0,40.9253725,-74.2765441
20564,CERTIFIED,1.0,69763.2,30.267153000000004,-97.7430608
20565,WITHDRAWN,1.0,82118.0,42.37648520000001,-71.2356113
20566,CERTIFIED-WITHDRAWN,1.0,115274.0,42.5047161,-71.19562049999998
20567,WITHDRAWN,0.0,58822.0,37.55854650000001,-122.2710788
20568,CERTIFIED,1.0,66602.0,34.0522342,-118.24368490000002
20569,CERTIFIED,1.0,65000.0,39.6837226,-75.7496572
20570,CERTIFIED-WITHDRAWN,1.0,42931.0,27.950575,-82.4571776
20571,CERTIFIED-WITHDRAWN,1.0,64334.0,42.1584324,-71.1447732
20572,CERTIFIED-WITHDRAWN,1.0,84074.0,41.6612104,-72.77954190000001
20573,WITHDRAWN,1.0,58074.0,30.267153000000004,-97.7430608
20574,CERTIFIED,1.0,52686.0,40.6342489,-74.50047959999998
20575,CERTIFIED,1.0,37419.2,27.8005828,-97.396381
20576,DENIED,1.0,39915.2,40.6781784,-73.94415790000002
20577,DENIED,1.0,66414.0,42.0333607,-88.0834059
20578,WITHDRAWN,1.0,42869.0,21.3069444,-157.8583333
20579,DENIED,0.0,47882.0,33.8675143,-117.9981181
20580,CERTIFIED,1.0,91414.0,37.3541079,-121.9552356
20581,CERTIFIED,1.0,84302.0,47.6739881,-122.121512
20582,CERTIFIED,1.0,33613.0,32.3546679,-89.3985283
20583,CERTIFIED-WITHDRAWN,1.0,57970.0,45.0941315,-93.3563405
20584,WITHDRAWN,1.0,95000.0,37.4418834,-122.1430195
20585,CERTIFIED,0.0,61277.0,39.1031182,-84.5120196
20586,DENIED,1.0,91520.0,42.3714253,-83.4702132
20587,WITHDRAWN,1.0,65707.0,35.2270869,-80.8431267
20588,CERTIFIED,1.0,70283.0,41.8781136,-87.62979820000002
20589,CERTIFIED,1.0,54017.6,40.27319110000001,-76.88670079999999
20590,CERTIFIED,1.0,62816.0,42.0883603,-87.9806265
20591,CERTIFIED,1.0,60140.0,42.2808256,-83.7430378
20592,DENIED,0.0,18200.0,29.9510658,-90.0715323
20593,DENIED,1.0,56430.0,41.6266555,-93.7121656
20594,WITHDRAWN,1.0,73570.0,33.4483771,-112.0740373
20595,CERTIFIED,1.0,55370.0,34.07537620000001,-84.2940899
20596,DENIED,1.0,50939.0,37.4852152,-122.2363548
20597,WITHDRAWN,1.0,58240.0,39.0150069,-94.198558
20598,CERTIFIED,1.0,60320.0,25.7616798,-80.1917902
20599,DENIED,1.0,86800.0,41.1414717,-73.35790490000002
20600,DENIED,0.0,123518720.0,40.7127837,-74.00594129999998
20601,DENIED,1.0,99070.0,41.8781136,-87.62979820000002
20602,CERTIFIED,1.0,81515.0,33.1506744,-96.8236116
20603,WITHDRAWN,1.0,89232.0,30.4382559,-84.2807329
20604,WITHDRAWN,1.0,67621.0,37.55854650000001,-122.2710788
20605,WITHDRAWN,1.0,63003.0,38.7131073,-90.4298401
20606,DENIED,1.0,33280.0,34.0633443,-117.6508876
20607,WITHDRAWN,1.0,93184.0,29.7604267,-95.3698028
20608,CERTIFIED-WITHDRAWN,1.0,46592.0,34.1069527,-117.9353413
20609,DENIED,1.0,101899.0,32.5232053,-92.637927
20610,DENIED,1.0,62774.0,40.8447819,-73.86482679999997
20611,WITHDRAWN,1.0,59363.0,41.07620770000001,-73.85874609999998
20612,DENIED,1.0,60340.8,42.531184,-75.52351490000002
20613,WITHDRAWN,1.0,90293.0,37.831316,-122.2852473
20614,CERTIFIED,1.0,141835.0,40.7127837,-74.00594129999998
20615,DENIED,1.0,74630.0,33.7489954,-84.3879824
20616,CERTIFIED-WITHDRAWN,1.0,51272.0,27.7518284,-82.6267345
20617,CERTIFIED-WITHDRAWN,1.0,51688.0,40.7127837,-74.00594129999998
20618,CERTIFIED,1.0,63648.0,33.4483771,-112.0740373
20619,CERTIFIED,1.0,71718.0,38.984652,-77.09470920000003
20620,WITHDRAWN,1.0,49234.0,41.8781136,-87.62979820000002
20621,WITHDRAWN,1.0,75005.0,42.1428521,-77.05469029999998
20622,CERTIFIED,1.0,56763.0,37.5407246,-77.4360481
20623,CERTIFIED,1.0,47445.0,43.2159232,-88.03141740000002
20624,CERTIFIED,1.0,74797.0,39.9611755,-82.9987942
20625,CERTIFIED,1.0,41038.0,38.9071923,-77.03687070000002
20626,CERTIFIED-WITHDRAWN,0.0,63149.0,33.9191799,-118.4164652
20627,CERTIFIED,1.0,95243.0,39.6172101,-104.9508141
20628,CERTIFIED-WITHDRAWN,0.0,69804.8,37.36883,-122.0363496
20629,DENIED,1.0,107453.0,40.7127837,-74.00594129999998
20630,DENIED,0.0,87568.0,40.7127837,-74.00594129999998
20631,WITHDRAWN,1.0,32000.0,34.3664951,-89.51924840000002
20632,CERTIFIED-WITHDRAWN,1.0,98675.0,37.3860517,-122.0838511
20633,CERTIFIED-WITHDRAWN,0.0,56742.0,38.8799697,-77.1067698
20634,CERTIFIED,1.0,58198.0,40.7439905,-74.0323626
20635,CERTIFIED,0.0,39000.0,37.9715592,-87.5710898
20636,WITHDRAWN,1.0,92622.0,40.45251629999999,-74.47667120000001
20637,WITHDRAWN,1.0,45510.0,42.1711365,-87.8445119
20638,CERTIFIED-WITHDRAWN,1.0,67434.0,36.25535429999999,-94.1307587
20639,WITHDRAWN,1.0,62379.0,32.814017699999994,-96.9488945
20640,WITHDRAWN,1.0,61963.0,37.3229978,-122.0321823
20641,CERTIFIED-WITHDRAWN,1.0,64916.8,40.96342,-76.6127329
20642,CERTIFIED-WITHDRAWN,1.0,80891.0,37.6624312,-121.8746789
20643,CERTIFIED,1.0,62067.0,35.2270869,-80.8431267
20644,CERTIFIED,1.0,118096.0,37.4323341,-121.8995741
20645,CERTIFIED-WITHDRAWN,1.0,99549.0,47.6101497,-122.2015159
20646,DENIED,1.0,95514.0,40.7127837,-74.00594129999998
20647,WITHDRAWN,1.0,52000.0,47.6101497,-122.2015159
20648,WITHDRAWN,1.0,63898.0,40.7127837,-74.00594129999998
20649,CERTIFIED,1.0,77979.0,35.899167799999994,-78.8636402
20650,CERTIFIED-WITHDRAWN,0.0,57500.0,40.554887,-74.4642861
20651,CERTIFIED,1.0,116251.0,40.7127837,-74.00594129999998
20652,WITHDRAWN,1.0,76939.0,38.8462236,-77.3063733
20653,CERTIFIED-WITHDRAWN,1.0,113922.0,47.76095,-122.2055883
20654,DENIED,1.0,30555.0,39.1202934,-76.7769324
20655,CERTIFIED,1.0,38314.0,33.4734978,-82.0105148
20656,DENIED,1.0,88600.0,40.79343220000001,-73.4151214
20657,WITHDRAWN,1.0,38854.0,38.1383437,-97.4314267
20658,WITHDRAWN,1.0,90626.0,37.4852152,-122.2363548
20659,DENIED,1.0,57346.0,32.7766642,-96.7969879
20660,CERTIFIED-WITHDRAWN,1.0,49130.0,38.966673,-94.6169012
20661,DENIED,1.0,25730.0,41.8781136,-87.62979820000002
20662,CERTIFIED-WITHDRAWN,1.0,77418.0,37.3229978,-122.0321823
20663,CERTIFIED,1.0,76398.0,25.7616798,-80.1917902
20664,DENIED,1.0,47757.0,47.6101497,-122.2015159
20665,DENIED,0.0,39915.2,40.6781784,-73.94415790000002
20666,WITHDRAWN,0.0,64834.0,41.9778795,-91.6656232
20667,WITHDRAWN,0.0,56492.8,40.6781784,-73.94415790000002
20668,CERTIFIED-WITHDRAWN,1.0,37398.0,42.3600825,-71.0588801
20669,WITHDRAWN,0.0,60528.0,44.2619309,-88.4153847
20670,WITHDRAWN,1.0,67475.0,37.3541079,-121.9552356
20671,CERTIFIED-WITHDRAWN,0.0,62712.0,41.8781136,-87.62979820000002
20672,CERTIFIED-WITHDRAWN,1.0,77251.0,43.0389025,-87.9064736
20673,CERTIFIED-WITHDRAWN,1.0,110520.0,37.3382082,-121.88632859999998
20674,WITHDRAWN,1.0,104104.0,42.5792583,-71.4378411
20675,CERTIFIED,1.0,59488.0,33.494170399999994,-111.9260519
20676,CERTIFIED-WITHDRAWN,1.0,60341.0,40.8652865,-74.41738769999998
20677,CERTIFIED-WITHDRAWN,1.0,71760.0,40.5865396,-122.3916754
20678,CERTIFIED-WITHDRAWN,0.0,41267.0,38.6270025,-90.1994042
20679,CERTIFIED,1.0,27830.4,29.7604267,-95.3698028
20680,CERTIFIED,1.0,53830.0,41.49932,-81.6943605
20681,CERTIFIED-WITHDRAWN,1.0,119500.0,37.4323341,-121.8995741
20682,WITHDRAWN,1.0,72530.0,36.910231,-121.7568946
20683,DENIED,0.0,98924.8,33.5206608,-86.80249
20684,WITHDRAWN,1.0,37544.0,40.7062128,-73.6187397
20685,DENIED,1.0,69555.0,40.7127837,-74.00594129999998
20686,CERTIFIED,1.0,83096.0,43.6187102,-116.2146068
20687,DENIED,1.0,100500.0,47.6101497,-122.2015159
20688,WITHDRAWN,1.0,66914.0,37.54826970000001,-121.9885719
20689,CERTIFIED-WITHDRAWN,1.0,75629.0,47.6101497,-122.2015159
20690,CERTIFIED-WITHDRAWN,1.0,66248.0,33.0198431,-96.6988856
20691,WITHDRAWN,1.0,69077.0,33.158093300000004,-117.3505939
20692,CERTIFIED-WITHDRAWN,1.0,37440.0,41.8781136,-87.62979820000002
20693,CERTIFIED,1.0,80891.0,35.7795897,-78.6381787
20694,DENIED,1.0,72987.2,41.0050977,-73.7845768
20695,DENIED,0.0,31304.0,25.790654,-80.1300455
20696,CERTIFIED,0.0,60445.0,34.165357,-118.6089752
20697,CERTIFIED,1.0,39853.0,29.4241219,-98.4936282
20698,CERTIFIED,1.0,70283.0,25.7616798,-80.1917902
20699,DENIED,1.0,48984.0,42.2808256,-83.7430378
20700,DENIED,1.0,38667.0,44.811349,-91.4984941
20701,CERTIFIED-WITHDRAWN,1.0,119637.0,37.3860517,-122.0838511
20702,CERTIFIED-WITHDRAWN,1.0,41454.0,36.0103561,-84.2696449
20703,CERTIFIED,1.0,74235.2,38.5815719,-121.4943996
20704,WITHDRAWN,1.0,86362.0,42.27752810000001,-71.34680909999999
20705,CERTIFIED,0.0,64418.0,38.6270025,-90.1994042
20706,CERTIFIED,0.0,52124.8,39.0992752,-76.8483061
20707,CERTIFIED,1.0,53810.0,40.9403762,-74.1318096
20708,CERTIFIED-WITHDRAWN,0.0,47278.0,34.5034394,-82.6501332
20709,DENIED,1.0,118394.0,40.7127837,-74.00594129999998
20710,DENIED,1.0,90000.0,40.735657,-74.1723667
20711,CERTIFIED,0.0,45448.0,40.7895453,-74.05652979999998
20712,WITHDRAWN,1.0,58739.0,40.3916172,-111.8507662
20713,CERTIFIED,1.0,127774.0,37.3229978,-122.0321823
20714,CERTIFIED,1.0,34798.0,41.8781136,-87.62979820000002
20715,DENIED,1.0,46197.0,39.1031182,-84.5120196
20716,CERTIFIED-WITHDRAWN,1.0,67205.0,40.7127837,-74.00594129999998
20717,CERTIFIED-WITHDRAWN,1.0,88670.0,42.1675254,-87.897014
20718,CERTIFIED-WITHDRAWN,1.0,49462.0,61.2180556,-149.90027780000003
20719,CERTIFIED,1.0,51043.0,39.0997265,-94.5785667
20720,CERTIFIED-WITHDRAWN,0.0,53997.0,40.7127837,-74.00594129999998
20721,CERTIFIED-WITHDRAWN,1.0,51251.0,38.8303905,-77.1963703
20722,CERTIFIED-WITHDRAWN,1.0,102149.0,40.7127837,-74.00594129999998
20723,CERTIFIED,1.0,61422.0,40.554887,-74.4642861
20724,WITHDRAWN,1.0,109762.0,37.3860517,-122.0838511
20725,DENIED,1.0,59842.0,42.3459271,-71.55228740000003
20726,CERTIFIED,1.0,43220.0,29.7604267,-95.3698028
20727,WITHDRAWN,1.0,81120.0,40.7127837,-74.00594129999998
20728,CERTIFIED,1.0,67621.0,37.36883,-122.0363496
20729,WITHDRAWN,0.0,37398.0,36.1539816,-95.992775
20730,DENIED,1.0,108721600.0,33.770050399999995,-118.1937395
20731,WITHDRAWN,1.0,38292.8,40.1105875,-88.2072697
20732,CERTIFIED,0.0,99756.8,32.9545687,-97.0150078
20733,CERTIFIED,1.0,73923.0,40.8652865,-74.41738769999998
20734,WITHDRAWN,1.0,63274.0,42.0697509,-87.7878408
20735,DENIED,1.0,63586.0,37.3541079,-121.9552356
20736,WITHDRAWN,1.0,78146.0,29.7604267,-95.3698028
20737,CERTIFIED-WITHDRAWN,1.0,39041.6,36.1539816,-95.992775
20738,DENIED,1.0,124384.0,42.9633599,-85.6680863
20739,CERTIFIED,1.0,60840.0,42.65257929999999,-73.7562317
20740,CERTIFIED,1.0,116251.0,40.7127837,-74.00594129999998
20741,CERTIFIED-WITHDRAWN,1.0,67101.0,40.7281575,-74.0776417
20742,CERTIFIED,1.0,57470.0,42.0883603,-87.9806265
20743,CERTIFIED-WITHDRAWN,0.0,61797.0,40.7127837,-74.00594129999998
20744,CERTIFIED-WITHDRAWN,1.0,100110.0,33.0198431,-96.6988856
20745,DENIED,1.0,73861.0,38.2493581,-122.0399663
20746,CERTIFIED,1.0,140608.0,37.54826970000001,-121.9885719
20747,DENIED,1.0,66851.2,34.1477849,-118.1445155
20748,WITHDRAWN,1.0,45760.0,40.7895453,-74.05652979999998
20749,DENIED,1.0,61693.0,37.36883,-122.0363496
20750,DENIED,1.0,81474.0,40.7127837,-74.00594129999998
